"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"C5A Large","c5a.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0290 hourly","$0.0322 hourly","$0.1690 hourly","$0.1210 hourly"
"M7G Large","m7g.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0816 hourly","$0.0322 hourly","$0.0347 hourly","unavailable","unavailable"
"T3 Large","t3.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0832 hourly","$0.0313 hourly","$0.0315 hourly","$0.1108 hourly","$0.0589 hourly"
"X2GD Medium","x2gd.medium","16.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0835 hourly","$0.0248 hourly","$0.0454 hourly","unavailable","unavailable"
"C5 High-CPU Large","c5.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0850 hourly","$0.0307 hourly","$0.0408 hourly","$0.1770 hourly","$0.1227 hourly"
"C6I Large","c6i.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0850 hourly","$0.0326 hourly","$0.0373 hourly","$0.1770 hourly","$0.1246 hourly"
"M5A Large","m5a.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0860 hourly","$0.0323 hourly","$0.0425 hourly","$0.1780 hourly","$0.1244 hourly"
"C5AD Large","c5ad.large","4.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.0860 hourly","$0.0323 hourly","$0.0324 hourly","$0.1780 hourly","$0.1244 hourly"
"M6A Large","m6a.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0864 hourly","$0.0341 hourly","$0.0376 hourly","$0.1784 hourly","$0.1261 hourly"
"C6GN Large","c6gn.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.0864 hourly","$0.0323 hourly","$0.0290 hourly","unavailable","unavailable"
"M6GD Large","m6gd.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0904 hourly","$0.0340 hourly","$0.0310 hourly","unavailable","unavailable"
"T2 Large","t2.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Low to Moderate","$0.0928 hourly","$0.0349 hourly","$0.0299 hourly","$0.1208 hourly","$0.0629 hourly"
"M6I Large","m6i.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0960 hourly","$0.0379 hourly","$0.0305 hourly","$0.1880 hourly","$0.1299 hourly"
"M5 General Purpose Large","m5.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0960 hourly","$0.0361 hourly","$0.0333 hourly","$0.1880 hourly","$0.1281 hourly"
"C5 High-CPU Large","c5d.large","4.0 GiB","2 vCPUs","50 GB                 NVMe SSD","Up to 10 Gigabit","$0.0960 hourly","$0.0347 hourly","$0.0330 hourly","$0.1880 hourly","$0.1267 hourly"
"M4 General Purpose Large","m4.large","8.0 GiB","2 vCPUs","EBS only","Moderate","$0.1000 hourly","$0.0376 hourly","$0.0384 hourly","$0.1920 hourly","$0.1219 hourly"
"C4 High-CPU Large","c4.large","3.75 GiB","2 vCPUs","EBS only","Moderate","$0.1000 hourly","$0.0385 hourly","$0.0389 hourly","$0.1920 hourly","$0.1126 hourly"
"C6ID Large","c6id.large","4.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1008 hourly","$0.0366 hourly","$0.0331 hourly","$0.1928 hourly","$0.1287 hourly"
"R6G Large","r6g.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1008 hourly","$0.0379 hourly","$0.0379 hourly","unavailable","unavailable"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1020 hourly","$0.0384 hourly","$0.0365 hourly","unavailable","unavailable"
"M5AD Large","m5ad.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1030 hourly","$0.0387 hourly","$0.0429 hourly","$0.1950 hourly","$0.1307 hourly"
"R7G Large","r7g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1071 hourly","$0.0423 hourly","$0.0333 hourly","unavailable","unavailable"
"C5N Large","c5n.large","5.25 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1080 hourly","$0.0341 hourly","$0.0392 hourly","$0.2000 hourly","$0.1261 hourly"
"M5 General Purpose Large","m5d.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1130 hourly","$0.0425 hourly","$0.0332 hourly","$0.2050 hourly","$0.1345 hourly"
"R5A Large","r5a.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1130 hourly","$0.0425 hourly","$0.0416 hourly","$0.2050 hourly","$0.1345 hourly"
"R6A Large","r6a.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1134 hourly","$0.0448 hourly","$0.0435 hourly","$0.2054 hourly","$0.1368 hourly"
"C6IN Large","c6in.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1134 hourly","$0.0358 hourly","$0.0312 hourly","$0.2054 hourly","$0.1279 hourly"
"R6GD Large","r6gd.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1152 hourly","$0.0433 hourly","$0.0346 hourly","unavailable","unavailable"
"M6ID Large","m6id.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1187 hourly","$0.0446 hourly","$0.0391 hourly","$0.2107 hourly","$0.1366 hourly"
"M5N Large","m5n.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1190 hourly","$0.0399 hourly","$0.0438 hourly","$0.2110 hourly","$0.1319 hourly"
"R6I Large","r6i.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1260 hourly","$0.0497 hourly","$0.0317 hourly","$0.2180 hourly","$0.1417 hourly"
"R5 Large","r5.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1260 hourly","$0.0474 hourly","$0.0347 hourly","$0.2180 hourly","$0.1394 hourly"
"R5AD Large","r5ad.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1310 hourly","$0.0492 hourly","$0.0302 hourly","$0.2230 hourly","$0.1412 hourly"
"R4 High-Memory Large","r4.large","15.25 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1330 hourly","$0.0500 hourly","$0.0374 hourly","$0.2250 hourly","$0.1420 hourly"
"T4G Extra Large","t4g.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1344 hourly","$0.0505 hourly","$0.0703 hourly","unavailable","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1360 hourly","$0.0460 hourly","$0.0379 hourly","$0.2280 hourly","$0.1380 hourly"
"C6G Extra Large","c6g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1360 hourly","$0.0511 hourly","$0.0732 hourly","unavailable","unavailable"
"M6IN Large","m6in.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1392 hourly","$0.0467 hourly","$0.0346 hourly","$0.2312 hourly","$0.1387 hourly"
"R5D Large","r5d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1440 hourly","$0.0541 hourly","$0.0401 hourly","$0.2360 hourly","$0.1462 hourly"
"IS4GEN Medium","is4gen.medium","6.0 GiB","1 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1441 hourly","$0.0545 hourly","$0.0465 hourly","unavailable","unavailable"
"C7G Extra Large","c7g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1445 hourly","$0.0554 hourly","$0.0669 hourly","unavailable","unavailable"
"R5B Large","r5b.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1490 hourly","$0.0525 hourly","$0.0370 hourly","$0.2410 hourly","$0.1445 hourly"
"R5N Large","r5n.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1490 hourly","$0.0525 hourly","$0.0355 hourly","$0.2410 hourly","$0.1445 hourly"
"T3A Extra Large","t3a.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1504 hourly","$0.0565 hourly","$0.0839 hourly","$0.2240 hourly","$0.1301 hourly"
"R6ID Large","r6id.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1512 hourly","$0.0569 hourly","$0.0378 hourly","$0.2432 hourly","$0.1489 hourly"
"C6A Extra Large","c6a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1530 hourly","$0.0586 hourly","$0.0793 hourly","$0.3370 hourly","$0.2426 hourly"
"C6GD Extra Large","c6gd.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1536 hourly","$0.0578 hourly","$0.0585 hourly","unavailable","unavailable"
"C5A Extra Large","c5a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0579 hourly","$0.0718 hourly","$0.3380 hourly","$0.2419 hourly"
"M6G Extra Large","m6g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0583 hourly","$0.0569 hourly","unavailable","unavailable"
"I3 High I/O Large","i3.large","15.25 GiB","2 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.1560 hourly","$0.0660 hourly","$0.0468 hourly","$0.2480 hourly","$0.1580 hourly"
"M6IDN Large","m6idn.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1591 hourly","$0.0538 hourly","$0.0350 hourly","$0.2511 hourly","$0.1459 hourly"
"M7G Extra Large","m7g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1632 hourly","$0.0644 hourly","$0.0718 hourly","unavailable","unavailable"
"M5ZN Large","m5zn.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1652 hourly","$0.0621 hourly","$0.0332 hourly","$0.2572 hourly","$0.1541 hourly"
"R3 High-Memory Large","r3.large","15.25 GiB","2 vCPUs","32 GB                 SSD","Moderate","$0.1660 hourly","$0.0583 hourly","$0.0350 hourly","$0.2910 hourly","$0.1457 hourly"
"T3 Extra Large","t3.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1664 hourly","$0.0626 hourly","$0.0615 hourly","$0.2400 hourly","$0.1361 hourly"
"R5DN Large","r5dn.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1670 hourly","$0.0592 hourly","$0.0426 hourly","$0.2590 hourly","$0.1512 hourly"
"X2GD Large","x2gd.large","32.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1670 hourly","$0.0497 hourly","$0.0873 hourly","unavailable","unavailable"
"C5 High-CPU Extra Large","c5.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1700 hourly","$0.0613 hourly","$0.0641 hourly","$0.3540 hourly","$0.2453 hourly"
"C6I Extra Large","c6i.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1700 hourly","$0.0651 hourly","$0.0632 hourly","$0.3540 hourly","$0.2491 hourly"
"I4I Large","i4i.large","16.0 GiB","2 vCPUs","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.0691 hourly","$0.0516 hourly","$0.2640 hourly","$0.1611 hourly"
"C5AD Extra Large","c5ad.xlarge","8.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.0647 hourly","$0.0719 hourly","$0.3560 hourly","$0.2487 hourly"
"M5A Extra Large","m5a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1720 hourly","$0.0647 hourly","$0.0842 hourly","$0.3560 hourly","$0.2487 hourly"
"M6A Extra Large","m6a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1728 hourly","$0.0682 hourly","$0.0782 hourly","$0.3568 hourly","$0.2522 hourly"
"C6GN Extra Large","c6gn.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.1728 hourly","$0.0646 hourly","$0.0669 hourly","unavailable","unavailable"
"R6IN Large","r6in.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1743 hourly","$0.0615 hourly","$0.0342 hourly","$0.2663 hourly","$0.1534 hourly"
"M6GD Extra Large","m6gd.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1808 hourly","$0.0680 hourly","$0.0651 hourly","unavailable","unavailable"
"IM4GN Large","im4gn.large","8.0 GiB","2 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1819 hourly","$0.0724 hourly","$0.0939 hourly","unavailable","unavailable"
"T2 Extra Large","t2.xlarge","16.0 GiB","4 vCPUs                                                         for a                   5h 24m                   burst","EBS only","Moderate","$0.1856 hourly","$0.0698 hourly","$0.0817 hourly","$0.2266 hourly","$0.1108 hourly"
"Z1D Large","z1d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1860 hourly","$0.0667 hourly","$0.0930 hourly","$0.2780 hourly","$0.1588 hourly"
"C5 High-CPU Extra Large","c5d.xlarge","8.0 GiB","4 vCPUs","100 GB                 NVMe SSD","Up to 10 Gigabit","$0.1920 hourly","$0.0694 hourly","$0.0793 hourly","$0.3760 hourly","$0.2534 hourly"
"M6I Extra Large","m6i.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1920 hourly","$0.0758 hourly","$0.0663 hourly","$0.3760 hourly","$0.2598 hourly"
"M5 General Purpose Extra Large","m5.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1920 hourly","$0.0722 hourly","$0.0468 hourly","$0.3760 hourly","$0.2562 hourly"
"R6IDN Large","r6idn.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1954 hourly","$0.0693 hourly","$0.0372 hourly","$0.2874 hourly","$0.1612 hourly"
"C4 High-CPU Extra Large","c4.xlarge","7.5 GiB","4 vCPUs","EBS only","High","$0.1990 hourly","$0.0780 hourly","$0.0649 hourly","$0.3830 hourly","$0.2260 hourly"
"M4 General Purpose Extra Large","m4.xlarge","16.0 GiB","4 vCPUs","EBS only","High","$0.2000 hourly","$0.0752 hourly","$0.0716 hourly","$0.3840 hourly","$0.2447 hourly"
"C6ID Extra Large","c6id.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.2016 hourly","$0.0733 hourly","$0.0665 hourly","$0.3856 hourly","$0.2573 hourly"
"R6G Extra Large","r6g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2016 hourly","$0.0758 hourly","$0.0736 hourly","unavailable","unavailable"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.2040 hourly","$0.0767 hourly","$0.0674 hourly","unavailable","unavailable"
"M5AD Extra Large","m5ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2060 hourly","$0.0775 hourly","$0.0706 hourly","$0.3900 hourly","$0.2615 hourly"
"R7G Extra Large","r7g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2142 hourly","$0.0846 hourly","$0.0744 hourly","unavailable","unavailable"
"C5N Extra Large","c5n.xlarge","10.5 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2160 hourly","$0.0683 hourly","$0.0646 hourly","$0.4000 hourly","$0.2522 hourly"
"I3EN Large","i3en.large","16.0 GiB","2 vCPUs","1250 GB                 NVMe SSD","Up to 25 Gigabit","$0.2260 hourly","$0.0856 hourly","$0.0678 hourly","$0.3180 hourly","$0.1776 hourly"
"M5 General Purpose Extra Large","m5d.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2260 hourly","$0.0850 hourly","$0.0785 hourly","$0.4100 hourly","$0.2690 hourly"
"R5A Extra Large","r5a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2260 hourly","$0.0850 hourly","$0.0859 hourly","$0.4100 hourly","$0.2690 hourly"
"C6IN Extra Large","c6in.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2268 hourly","$0.0717 hourly","$0.0565 hourly","$0.4108 hourly","$0.2557 hourly"
"R6A Extra Large","r6a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2268 hourly","$0.0895 hourly","$0.0869 hourly","$0.4108 hourly","$0.2736 hourly"
"INF1 Extra Large","inf1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2280 hourly","$0.0954 hourly","$0.1227 hourly","unavailable","unavailable"
"R6GD Extra Large","r6gd.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.2304 hourly","$0.0866 hourly","$0.0685 hourly","unavailable","unavailable"
"M6ID Extra Large","m6id.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.2373 hourly","$0.0892 hourly","$0.0605 hourly","$0.4213 hourly","$0.2732 hourly"
"M5N Extra Large","m5n.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2380 hourly","$0.0799 hourly","$0.0790 hourly","$0.4220 hourly","$0.2639 hourly"
"R5 Extra Large","r5.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2520 hourly","$0.0947 hourly","$0.0689 hourly","$0.4360 hourly","$0.2788 hourly"
"R6I Extra Large","r6i.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2520 hourly","$0.0995 hourly","$0.0713 hourly","$0.4360 hourly","$0.2835 hourly"
"R5AD Extra Large","r5ad.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2620 hourly","$0.0985 hourly","$0.0718 hourly","$0.4460 hourly","$0.2825 hourly"
"R4 High-Memory Extra Large","r4.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2660 hourly","$0.1000 hourly","$0.0675 hourly","$0.4500 hourly","$0.2840 hourly"
"T4G Double Extra Large","t4g.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.2688 hourly","$0.1010 hourly","$0.1282 hourly","unavailable","unavailable"
"M5DN Extra Large","m5dn.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","$0.2720 hourly","$0.0920 hourly","$0.0778 hourly","$0.4560 hourly","$0.2760 hourly"
"C6G Double Extra Large","c6g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.2720 hourly","$0.1023 hourly","$0.1506 hourly","unavailable","unavailable"
"M6IN Extra Large","m6in.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2785 hourly","$0.0934 hourly","$0.0755 hourly","$0.4625 hourly","$0.2774 hourly"
"R5D Extra Large","r5d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2880 hourly","$0.1083 hourly","$0.0735 hourly","$0.4720 hourly","$0.2923 hourly"
"IS4GEN Large","is4gen.large","12.0 GiB","2 vCPUs","1875 GB                 NVMe SSD","Up to 25 Gigabit","$0.2882 hourly","$0.1091 hourly","$0.0926 hourly","unavailable","unavailable"
"C7G Double Extra Large","c7g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.2890 hourly","$0.1108 hourly","$0.1332 hourly","unavailable","unavailable"
"R5B Extra Large","r5b.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2980 hourly","$0.1051 hourly","$0.0723 hourly","$0.4820 hourly","$0.2890 hourly"
"R5N Extra Large","r5n.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2980 hourly","$0.1051 hourly","$0.0817 hourly","$0.4820 hourly","$0.2890 hourly"
"T3A Double Extra Large","t3a.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.3008 hourly","$0.1131 hourly","$0.1584 hourly","$0.4480 hourly","$0.2603 hourly"
"R6ID Extra Large","r6id.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.3024 hourly","$0.1137 hourly","$0.0823 hourly","$0.4864 hourly","$0.2978 hourly"
"C6A Double Extra Large","c6a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3060 hourly","$0.1172 hourly","$0.1370 hourly","$0.6740 hourly","$0.4853 hourly"
"C6GD Double Extra Large","c6gd.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.3072 hourly","$0.1155 hourly","$0.1153 hourly","unavailable","unavailable"
"M6G Double Extra Large","m6g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3080 hourly","$0.1165 hourly","$0.1312 hourly","unavailable","unavailable"
"C5A Double Extra Large","c5a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3080 hourly","$0.1158 hourly","$0.1711 hourly","$0.6760 hourly","$0.4838 hourly"
"I3 High I/O Extra Large","i3.xlarge","30.5 GiB","4 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.3120 hourly","$0.1320 hourly","$0.0936 hourly","$0.4960 hourly","$0.3160 hourly"
"M6IDN Extra Large","m6idn.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 30 Gigabit","$0.3182 hourly","$0.1077 hourly","$0.0647 hourly","$0.5022 hourly","$0.2917 hourly"
"M7G Double Extra Large","m7g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.3264 hourly","$0.1289 hourly","$0.1531 hourly","unavailable","unavailable"
"M5ZN Extra Large","m5zn.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.3303 hourly","$0.1242 hourly","$0.0870 hourly","$0.5143 hourly","$0.3082 hourly"
"R3 High-Memory Extra Large","r3.xlarge","30.5 GiB","4 vCPUs","80 GB                 SSD","Moderate","$0.3320 hourly","$0.1166 hourly","$0.0617 hourly","$0.5830 hourly","$0.2632 hourly"
"T3 Double Extra Large","t3.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.3328 hourly","$0.1251 hourly","$0.0998 hourly","$0.4800 hourly","$0.2723 hourly"
"R5DN Extra Large","r5dn.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","$0.3340 hourly","$0.1184 hourly","$0.0739 hourly","$0.5180 hourly","$0.3024 hourly"
"X2GD Extra Large","x2gd.xlarge","64.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.3340 hourly","$0.0993 hourly","$0.1677 hourly","unavailable","unavailable"
"C6I Double Extra Large","c6i.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3400 hourly","$0.1303 hourly","$0.1653 hourly","$0.7080 hourly","$0.4983 hourly"
"C5 High-CPU Double Extra Large","c5.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3400 hourly","$0.1227 hourly","$0.1531 hourly","$0.7080 hourly","$0.4907 hourly"
"I4I Extra Large","i4i.xlarge","32.0 GiB","4 vCPUs","937 GB                 NVMe SSD","Up to 10 Gigabit","$0.3430 hourly","$0.1382 hourly","$0.1029 hourly","$0.5270 hourly","$0.3222 hourly"
"M5A Double Extra Large","m5a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3440 hourly","$0.1293 hourly","$0.1725 hourly","$0.7120 hourly","$0.4973 hourly"
"C5AD Double Extra Large","c5ad.2xlarge","16.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.3440 hourly","$0.1293 hourly","$0.1668 hourly","$0.7120 hourly","$0.4973 hourly"
"C6GN Double Extra Large","c6gn.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.3456 hourly","$0.1291 hourly","$0.1375 hourly","unavailable","unavailable"
"M6A Double Extra Large","m6a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3456 hourly","$0.1365 hourly","$0.1689 hourly","$0.7136 hourly","$0.5045 hourly"
"R6IN Extra Large","r6in.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.3487 hourly","$0.1229 hourly","$0.0597 hourly","$0.5327 hourly","$0.3069 hourly"
"M6GD Double Extra Large","m6gd.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.3616 hourly","$0.1360 hourly","$0.1271 hourly","unavailable","unavailable"
"INF1 Double Extra Large","inf1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.3620 hourly","$0.1514 hourly","$0.2072 hourly","unavailable","unavailable"
"IM4GN Extra Large","im4gn.xlarge","16.0 GiB","4 vCPUs","1875 GB                 NVMe SSD","Up to 25 Gigabit","$0.3638 hourly","$0.1447 hourly","$0.1802 hourly","unavailable","unavailable"
"T2 Double Extra Large","t2.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   4h 4.8m                   burst","EBS only","Moderate","$0.3712 hourly","$0.1396 hourly","$0.1634 hourly","$0.4332 hourly","$0.2016 hourly"
"Z1D Extra Large","z1d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.3720 hourly","$0.1335 hourly","$0.1822 hourly","$0.5560 hourly","$0.3175 hourly"
"G4AD Extra Large","g4ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.3785 hourly","$0.1661 hourly","$0.1657 hourly","$0.5625 hourly","$0.3501 hourly"
"C5 High-CPU Double Extra Large","c5d.2xlarge","16.0 GiB","8 vCPUs","200 GB                 NVMe SSD","Up to 10 Gigabit","$0.3840 hourly","$0.1387 hourly","$0.1523 hourly","$0.7520 hourly","$0.5067 hourly"
"M5 General Purpose Double Extra Large","m5.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3840 hourly","$0.1444 hourly","$0.1134 hourly","$0.7520 hourly","$0.5124 hourly"
